DATE,BAMLCC0A0CMTRIV,BAMLHYH0A0HYM2TRIV,CORESTICKM159SFRBATL,CSUSHPINSA,GDP,GS1,GS10,GS30,GS5,PCEPI,PCEPILFE,SPY,T10Y2YM,UNRATE,WFRBST01134,WILL5000INDFC,WILLSMLCAP
2013-06-01,2435.61,992.41,1.8766188999999998,0.011896238717430618,0.012666029164496663,0.14,2.3,3.4,1.2,101.228,101.43799999999999,0.051676905020282986,1.97,7.5,-0.10000000000000142,0.004714285714285671,0.0035334153809436493
2013-07-01,2369.99,967.6,1.867879,0.006999500938110082,0.013130217441027492,0.12,2.58,3.61,1.4,101.354,101.56700000000001,-0.029992370280679363,2.24,7.3,0.0,-0.0008609556607834801,-0.00019433797953316567
2013-08-01,2370.81,984.13,1.9142202000000001,0.0017377121169348528,0.013130217441027492,0.13,2.74,3.76,1.52,101.51,101.685,0.0266422313464918,2.38,7.2,0.0,0.0013526308670364087,-0.0003741830124677215
2013-09-01,2367.56,977.48,1.8904211,-0.0007452311469046125,0.013130217441027492,0.12,2.81,3.79,1.6,101.55,101.79899999999999,0.04630675692836017,2.41,7.2,0.0,0.004230714990833384,0.003834802019919925
2013-10-01,2386.32,988.78,1.8687356,-0.0012220878273785376,0.0006517787717981173,0.12,2.62,3.68,1.37,101.72200000000001,102.015,0.02963767681588103,2.28,7.2,0.0,-0.0009425070688029448,-0.0031526501250067622
2013-11-01,2416.27,1012.39,1.8930866000000002,-0.0005145324029918187,0.0006517787717981173,0.12,2.72,3.8,1.37,101.881,102.194,0.020386751381215484,2.42,6.9,0.0,0.004555512169725384,0.011565244148402432
2013-12-01,2418.24,1017.01,1.8711904,0.0005775774393228518,0.0006517787717981173,0.13,2.9,3.89,1.58,102.084,102.333,-0.035248302179345936,2.56,6.7,0.5,-0.0032978183663116,-0.008910509632892416
2014-01-01,2413.9,1022.59,1.8218145000000001,0.003168567807350975,0.01857307401809405,0.12,2.86,3.77,1.65,102.27799999999999,102.426,0.04551577235722548,2.47,6.6,0.0,-0.00863770977295164,-0.009663698928188745
2014-02-01,2456.97,1030.15,1.7891863000000001,0.008237273506251475,0.01857307401809405,0.12,2.71,3.66,1.52,102.338,102.48899999999999,0.0038649526386529405,2.38,6.7,0.0,-0.02428480610298811,-0.03186984856430308
2014-03-01,2483.93,1050.8,1.8208567,0.011042183622828716,0.01857307401809405,0.13,2.72,3.62,1.64,102.54299999999999,102.684,0.006951516147572835,2.32,6.7,0.10000000000000142,-0.006805201117997317,-0.005806627675859488
